urgent_surgeries;location;region;conventional_surgeries;health_centre;period;scheduled_surgeries;ambulatory_surgeries
2372;[37.0238973, -7.9281554];Região de Saúde do Algarve;2684;Centro Hospitalar Universitário do Algarve,EPE;2021-07;6499;3815
465;[40.5309916, -7.2734793];Região de Saúde do Centro;620;Unidade Local de Saúde da Guarda, EPE;2021-07;1188;568
1396;[40.9293884, -8.5458794];Região de Saúde Norte;3265;Centro Hospitalar Entre Douro e Vouga, EPE;2021-07;12705;9440
1534;[41.2494561, -8.264901];Região de Saúde Norte;4430;Centro Hospitalar Tâmega e Sousa, EPE;2021-07;13684;9254
1165;[41.4387173, -8.3086907];Região de Saúde Norte;3033;Hospital da Senhora da Oliveira, Guimarães, EPE;2021-07;8821;5788
2101;[41.56785, -8.398982];Região de Saúde Norte;6192;Hospital de Braga, EPE;2021-07;23584;17392
1335;[41.7056054, -8.8252713];Região de Saúde Norte;1736;Unidade Local de Saúde do Alto Minho, EPE;2021-07;6000;4264
372;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1054;Unidade Local de Saúde do Norte Alentejano, EPE;2021-08;3239;2185
488;[40.2804158, -7.4922407];Região de Saúde do Centro;1266;Centro Hospitalar Universitário Cova da Beira, EPE;2021-08;3833;2567
1596;[39.7414812, -8.7982706];Região de Saúde do Centro;1951;Centro Hospitalar de Leiria, EPE;2021-08;10258;8307
470;[40.117897, -8.8586755];Região de Saúde do Centro;813;Hospital Distrital da Figueira da Foz, EPE;2021-08;5738;4925
726;[38.6554005, -9.0592392];Região de Saúde LVT;1524;Centro Hospitalar Barreiro/Montijo, EPE;2021-08;3931;2407
866;[39.478072, -8.5404429];Região de Saúde LVT;1386;Centro Hospitalar Médio Tejo, EPE;2021-08;4608;3222
908;[39.2410946, -8.6937515];Região de Saúde LVT;1250;Hospital Distrital de Santarém, EPE;2021-08;4226;2976
1768;[38.7422257, -9.2264834];Região de Saúde LVT;2984;Hospital Professor Doutor Fernando Fonseca, EPE;2021-08;7405;4421
1416;[38.6658713, -9.1822554];Região de Saúde LVT;2141;Hospital Garcia de Orta, EPE;2021-08;9512;7371
365;[41.1785642, -8.6062881];Região de Saúde Norte;3986;Instituto Português Oncologia do Porto, EPE;2021-08;7455;3469
421;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1156;Unidade Local de Saúde do Norte Alentejano, EPE;2021-09;3620;2464
2094;[40.516364, -8.0827433];Região de Saúde do Centro;4118;Centro Hospitalar Tondela-Viseu, EPE;2021-09;14304;10186
1236;[38.977235, -8.984506];Região de Saúde LVT;1753;Hospital de Vila Franca de Xira, EPE;2021-09;7769;6016
1966;[38.7422257, -9.2264834];Região de Saúde LVT;3468;Hospital Professor Doutor Fernando Fonseca, EPE;2021-09;8626;5158
1738;[41.3031784, -7.7515252];Região de Saúde Norte;3213;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2021-09;10316;7103
1473;[41.4387173, -8.3086907];Região de Saúde Norte;3902;Hospital da Senhora da Oliveira, Guimarães, EPE;2021-09;11299;7397
581;[38.0162314, -8.6956768];Região de Saúde do Alentejo;629;Unidade Local de Saúde do Litoral Alentejano, EPE;2021-10;3058;2429
588;[40.117897, -8.8586755];Região de Saúde do Centro;1057;Hospital Distrital da Figueira da Foz, EPE;2021-10;7240;6183
2203;[38.708454, -9.216985];Região de Saúde LVT;4308;Centro Hospitalar de Lisboa Ocidental, EPE;2021-10;12297;7989
1629;[41.4387173, -8.3086907];Região de Saúde Norte;4412;Hospital da Senhora da Oliveira, Guimarães, EPE;2021-10;12579;8167
3123;[41.56785, -8.398982];Região de Saúde Norte;8486;Hospital de Braga, EPE;2021-10;32721;24235
1883;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2954;Hospital Espírito Santo de Évora, EPE;2021-11;14063;11109
1114;[38.014123, -7.8721227];Região de Saúde do Alentejo;1190;Unidade Local de Saúde do Baixo Alentejo, EPE;2021-11;2945;1755
1068;[38.6554005, -9.0592392];Região de Saúde LVT;2208;Centro Hospitalar Barreiro/Montijo, EPE;2021-11;5607;3399
1271;[38.5283754, -8.8818638];Região de Saúde LVT;2014;Centro Hospitalar de Setúbal, EPE;2021-11;9707;7693
1264;[39.478072, -8.5404429];Região de Saúde LVT;1985;Centro Hospitalar Médio Tejo, EPE;2021-11;6806;4821
2381;[38.7422257, -9.2264834];Região de Saúde LVT;4486;Hospital Professor Doutor Fernando Fonseca, EPE;2021-11;11313;6827
1919;[38.6658713, -9.1822554];Região de Saúde LVT;3074;Hospital Garcia de Orta, EPE;2021-11;13353;10279
502;[38.7396768, -9.1634516];Região de Saúde LVT;4348;Instituto Português Oncologia de Lisboa, EPE;2021-11;5880;1532
5276;[41.1831056, -8.6010558];Região de Saúde Norte;16926;Centro Hospitalar Universitário de São João, EPE;2021-11;44412;27486
2434;[41.1094138, -8.5972617];Região de Saúde Norte;8573;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2021-11;24759;16186
162;[41.5324234, -8.6171561];Região de Saúde Norte;1004;Hospital Santa Maria Maior, EPE;2021-11;5385;4381
1565;[41.1794456, -8.6745115];Região de Saúde Norte;3332;Unidade Local de Saúde de Matosinhos, EPE;2021-11;12382;9050
2140;[41.7056054, -8.8252713];Região de Saúde Norte;3038;Unidade Local de Saúde do Alto Minho, EPE;2021-11;9589;6551
1272;[41.8056532, -6.7888197];Região de Saúde Norte;1454;Unidade Local de Saúde do Nordeste, EPE;2021-11;5927;4473
6616;[40.2191523, -8.4098211];Região de Saúde do Centro;12299;Centro Hospitalar e Universitário de Coimbra, EPE;2021-12;32145;19846
701;[40.117897, -8.8586755];Região de Saúde do Centro;1260;Hospital Distrital da Figueira da Foz, EPE;2021-12;8447;7187
979;[39.8212263, -7.4981271];Região de Saúde do Centro;2060;Unidade Local de Saúde de Castelo Branco, EPE;2021-12;4271;2211
1215;[38.6554005, -9.0592392];Região de Saúde LVT;2390;Centro Hospitalar Barreiro/Montijo, EPE;2021-12;6066;3676
7747;[38.7166948, -9.1371248];Região de Saúde LVT;11435;Centro Hospitalar Universitário Lisboa Central, EPE;2021-12;30609;19174
2708;[38.708454, -9.216985];Região de Saúde LVT;5220;Centro Hospitalar de Lisboa Ocidental, EPE;2021-12;14972;9752
1933;[38.729006, -9.418267];Região de Saúde LVT;1908;Hospital de Cascais, PPP;2021-12;12719;10811
4897;[41.1472498, -8.6172617];Região de Saúde Norte;11531;Centro Hospitalar Universitário do Porto, EPE;2021-12;36423;24892
1186;[41.3828711, -8.7589945];Região de Saúde Norte;1763;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2021-12;4639;2876
3761;[41.56785, -8.398982];Região de Saúde Norte;10075;Hospital de Braga, EPE;2021-12;39113;29038
1397;[41.8056532, -6.7888197];Região de Saúde Norte;1558;Unidade Local de Saúde do Nordeste, EPE;2021-12;6435;4877
163;[38.5684861, -7.9032848];Região de Saúde do Alentejo;391;Hospital Espírito Santo de Évora, EPE;2022-01;1475;1084
92;[38.014123, -7.8721227];Região de Saúde do Alentejo;97;Unidade Local de Saúde do Baixo Alentejo, EPE;2022-01;241;144
110;[38.6554005, -9.0592392];Região de Saúde LVT;198;Centro Hospitalar Barreiro/Montijo, EPE;2022-01;512;314
167;[38.7422257, -9.2264834];Região de Saúde LVT;320;Hospital Professor Doutor Fernando Fonseca, EPE;2022-01;1200;880
101;[41.3828711, -8.7589945];Região de Saúde Norte;171;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2022-01;474;303
217;[41.2494561, -8.264901];Região de Saúde Norte;606;Centro Hospitalar Tâmega e Sousa, EPE;2022-01;1953;1347
111;[41.1794456, -8.6745115];Região de Saúde Norte;309;Unidade Local de Saúde de Matosinhos, EPE;2022-01;1255;946
75;[39.3003425, -7.4263845];Região de Saúde do Alentejo;166;Unidade Local de Saúde do Norte Alentejano, EPE;2022-02;661;495
95;[40.117897, -8.8586755];Região de Saúde do Centro;262;Hospital Distrital da Figueira da Foz, EPE;2022-02;1448;1186
166;[39.8212263, -7.4981271];Região de Saúde do Centro;352;Unidade Local de Saúde de Castelo Branco, EPE;2022-02;1057;705
878;[38.7500861, -9.1616116];Região de Saúde LVT;1880;Centro Hospitalar Universitário de Lisboa Norte, EPE;2022-02;5733;3853
214;[39.478072, -8.5404429];Região de Saúde LVT;459;Centro Hospitalar Médio Tejo, EPE;2022-02;1389;930
299;[38.729006, -9.418267];Região de Saúde LVT;321;Hospital de Cascais, PPP;2022-02;2376;2055
880;[41.1831056, -8.6010558];Região de Saúde Norte;3059;Centro Hospitalar Universitário de São João, EPE;2022-02;8418;5359
250;[41.3423984, -8.4802503];Região de Saúde Norte;288;Centro Hospitalar do Médio Ave, EPE;2022-02;1004;716
445;[41.1094138, -8.5972617];Região de Saúde Norte;1337;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2022-02;4408;3071
367;[41.7056054, -8.8252713];Região de Saúde Norte;689;Unidade Local de Saúde do Alto Minho, EPE;2022-02;2092;1403
233;[41.8056532, -6.7888197];Região de Saúde Norte;277;Unidade Local de Saúde do Nordeste, EPE;2022-02;1184;907
446;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1114;Hospital Espírito Santo de Évora, EPE;2022-03;4430;3316
278;[38.014123, -7.8721227];Região de Saúde do Alentejo;269;Unidade Local de Saúde do Baixo Alentejo, EPE;2022-03;690;421
207;[38.0162314, -8.6956768];Região de Saúde do Alentejo;210;Unidade Local de Saúde do Litoral Alentejano, EPE;2022-03;1060;850
128;[39.3003425, -7.4263845];Região de Saúde do Alentejo;303;Unidade Local de Saúde do Norte Alentejano, EPE;2022-03;1086;783
628;[39.7414812, -8.7982706];Região de Saúde do Centro;970;Centro Hospitalar de Leiria, EPE;2022-03;4349;3379
324;[38.6554005, -9.0592392];Região de Saúde LVT;667;Centro Hospitalar Barreiro/Montijo, EPE;2022-03;1599;932
1891;[38.7166948, -9.1371248];Região de Saúde LVT;2991;Centro Hospitalar Universitário Lisboa Central, EPE;2022-03;8187;5196
327;[38.821455, -9.176296];Região de Saúde LVT;570;Hospital de Loures, EPE;2022-03;2743;2173
315;[39.2410946, -8.6937515];Região de Saúde LVT;540;Hospital Distrital de Santarém, EPE;2022-03;1919;1379
543;[38.7422257, -9.2264834];Região de Saúde LVT;1247;Hospital Professor Doutor Fernando Fonseca, EPE;2022-03;3869;2622
534;[41.4387173, -8.3086907];Região de Saúde Norte;1270;Hospital da Senhora da Oliveira, Guimarães, EPE;2022-03;3549;2279
255;[38.0162314, -8.6956768];Região de Saúde do Alentejo;306;Unidade Local de Saúde do Litoral Alentejano, EPE;2022-04;1363;1057
1311;[37.0238973, -7.9281554];Região de Saúde do Algarve;1755;Centro Hospitalar Universitário do Algarve,EPE;2022-04;4438;2683
2219;[40.2191523, -8.4098211];Região de Saúde do Centro;4605;Centro Hospitalar e Universitário de Coimbra, EPE;2022-04;12883;8278
218;[40.117897, -8.8586755];Região de Saúde do Centro;545;Hospital Distrital da Figueira da Foz, EPE;2022-04;2910;2365
428;[39.478072, -8.5404429];Região de Saúde LVT;1030;Centro Hospitalar Médio Tejo, EPE;2022-04;2992;1962
649;[38.729006, -9.418267];Região de Saúde LVT;626;Hospital de Cascais, PPP;2022-04;4852;4226
670;[41.3031784, -7.7515252];Região de Saúde Norte;1469;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2022-04;4843;3374
889;[41.1094138, -8.5972617];Região de Saúde Norte;2937;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2022-04;9567;6630
40;[41.5324234, -8.6171561];Região de Saúde Norte;349;Hospital Santa Maria Maior, EPE;2022-04;1988;1639
783;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1762;Hospital Espírito Santo de Évora, EPE;2022-05;7173;5411
201;[39.3003425, -7.4263845];Região de Saúde do Alentejo;568;Unidade Local de Saúde do Norte Alentejano, EPE;2022-05;1827;1259
1681;[37.0238973, -7.9281554];Região de Saúde do Algarve;2142;Centro Hospitalar Universitário do Algarve,EPE;2022-05;5670;3528
277;[40.117897, -8.8586755];Região de Saúde do Centro;678;Hospital Distrital da Figueira da Foz, EPE;2022-05;3671;2993
413;[39.8212263, -7.4981271];Região de Saúde do Centro;926;Unidade Local de Saúde de Castelo Branco, EPE;2022-05;2734;1808
881;[38.7422257, -9.2264834];Região de Saúde LVT;2086;Hospital Professor Doutor Fernando Fonseca, EPE;2022-05;6163;4077
223;[38.7396768, -9.1634516];Região de Saúde LVT;2114;Instituto Português Oncologia de Lisboa, EPE;2022-05;2962;848
1956;[41.1472498, -8.6172617];Região de Saúde Norte;5050;Centro Hospitalar Universitário do Porto, EPE;2022-05;16689;11639
820;[41.3031784, -7.7515252];Região de Saúde Norte;1902;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2022-05;6021;4119
1211;[40.516364, -8.0827433];Região de Saúde do Centro;3084;Centro Hospitalar Tondela-Viseu, EPE;2022-06;11148;8064
391;[40.5309916, -7.2734793];Região de Saúde do Centro;729;Unidade Local de Saúde da Guarda, EPE;2022-06;1811;1082
660;[38.6554005, -9.0592392];Região de Saúde LVT;1321;Centro Hospitalar Barreiro/Montijo, EPE;2022-06;3198;1877
938;[39.4054629, -9.1258493];Região de Saúde LVT;1063;Centro Hospitalar do Oeste, EPE;2022-06;3400;2337
1080;[38.7422257, -9.2264834];Região de Saúde LVT;2585;Hospital Professor Doutor Fernando Fonseca, EPE;2022-06;7708;5123
516;[41.3828711, -8.7589945];Região de Saúde Norte;1034;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2022-06;2710;1676
310;[41.1785642, -8.6062881];Região de Saúde Norte;3202;Instituto Português Oncologia do Porto, EPE;2022-06;5833;2631
432;[38.0162314, -8.6956768];Região de Saúde do Alentejo;530;Unidade Local de Saúde do Litoral Alentejano, EPE;2022-07;2329;1799
311;[39.3003425, -7.4263845];Região de Saúde do Alentejo;791;Unidade Local de Saúde do Norte Alentejano, EPE;2022-07;2494;1703
417;[40.2804158, -7.4922407];Região de Saúde do Centro;1080;Centro Hospitalar Universitário Cova da Beira, EPE;2022-07;4330;3250
1421;[39.7414812, -8.7982706];Região de Saúde do Centro;2042;Centro Hospitalar de Leiria, EPE;2022-07;9817;7775
460;[40.5309916, -7.2734793];Região de Saúde do Centro;863;Unidade Local de Saúde da Guarda, EPE;2022-07;2081;1218
600;[39.8212263, -7.4981271];Região de Saúde do Centro;1251;Unidade Local de Saúde de Castelo Branco, EPE;2022-07;3822;2571
842;[39.478072, -8.5404429];Região de Saúde LVT;1668;Centro Hospitalar Médio Tejo, EPE;2022-07;5292;3624
304;[38.7396768, -9.1634516];Região de Saúde LVT;2952;Instituto Português Oncologia de Lisboa, EPE;2022-07;4056;1104
3263;[41.1831056, -8.6010558];Região de Saúde Norte;10794;Centro Hospitalar Universitário de São João, EPE;2022-07;30047;19253
822;[41.8056532, -6.7888197];Região de Saúde Norte;964;Unidade Local de Saúde do Nordeste, EPE;2022-07;4260;3296
1309;[38.5684861, -7.9032848];Região de Saúde do Alentejo;2644;Hospital Espírito Santo de Évora, EPE;2022-08;11015;8371
340;[39.3003425, -7.4263845];Região de Saúde do Alentejo;912;Unidade Local de Saúde do Norte Alentejano, EPE;2022-08;2845;1933
1211;[40.6362453, -8.6543716];Região de Saúde do Centro;2603;Centro Hospitalar do Baixo Vouga, EPE;2022-08;8509;5906
1126;[41.3423984, -8.4802503];Região de Saúde Norte;1348;Centro Hospitalar do Médio Ave, EPE;2022-08;4058;2710
3203;[41.1472498, -8.6172617];Região de Saúde Norte;7176;Centro Hospitalar Universitário do Porto, EPE;2022-08;24602;17426
1854;[41.2494561, -8.264901];Região de Saúde Norte;4635;Centro Hospitalar Tâmega e Sousa, EPE;2022-08;15408;10773
1426;[41.3031784, -7.7515252];Região de Saúde Norte;2832;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2022-08;8862;6030
114;[41.5324234, -8.6171561];Região de Saúde Norte;693;Hospital Santa Maria Maior, EPE;2022-08;4125;3432
434;[41.1785642, -8.6062881];Região de Saúde Norte;4053;Instituto Português Oncologia do Porto, EPE;2022-08;7338;3285
952;[41.8056532, -6.7888197];Região de Saúde Norte;1077;Unidade Local de Saúde do Nordeste, EPE;2022-08;4854;3777
955;[39.2410946, -8.6937515];Região de Saúde LVT;1432;Hospital Distrital de Santarém, EPE;2022-09;5169;3737
1734;[38.7422257, -9.2264834];Região de Saúde LVT;4017;Hospital Professor Doutor Fernando Fonseca, EPE;2022-09;11852;7835
2096;[41.2494561, -8.264901];Região de Saúde Norte;5389;Centro Hospitalar Tâmega e Sousa, EPE;2022-09;17719;12330
2136;[41.1094138, -8.5972617];Região de Saúde Norte;6827;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2022-09;21700;14873
1073;[41.8056532, -6.7888197];Região de Saúde Norte;1213;Unidade Local de Saúde do Nordeste, EPE;2022-09;5469;4256
1693;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3322;Hospital Espírito Santo de Évora, EPE;2022-10;13697;10375
1136;[38.014123, -7.8721227];Região de Saúde do Alentejo;1016;Unidade Local de Saúde do Baixo Alentejo, EPE;2022-10;2721;1705
410;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1159;Unidade Local de Saúde do Norte Alentejano, EPE;2022-10;3677;2518
618;[40.2804158, -7.4922407];Região de Saúde do Centro;1558;Centro Hospitalar Universitário Cova da Beira, EPE;2022-10;6156;4598
2162;[40.516364, -8.0827433];Região de Saúde do Centro;5110;Centro Hospitalar Tondela-Viseu, EPE;2022-10;17296;12186
830;[39.8212263, -7.4981271];Região de Saúde do Centro;1729;Unidade Local de Saúde de Castelo Branco, EPE;2022-10;5294;3565
2544;[38.708454, -9.216985];Região de Saúde LVT;4991;Centro Hospitalar de Lisboa Ocidental, EPE;2022-10;14356;9365
1156;[38.5283754, -8.8818638];Região de Saúde LVT;2221;Centro Hospitalar de Setúbal, EPE;2022-10;11437;9216
1566;[39.4054629, -9.1258493];Região de Saúde LVT;1750;Centro Hospitalar do Oeste, EPE;2022-10;5575;3825
1243;[39.478072, -8.5404429];Região de Saúde LVT;2293;Centro Hospitalar Médio Tejo, EPE;2022-10;7604;5311
1421;[38.821455, -9.176296];Região de Saúde LVT;1580;Hospital de Loures, EPE;2022-10;8519;6939
1656;[38.6658713, -9.1822554];Região de Saúde LVT;3415;Hospital Garcia de Orta, EPE;2022-10;13036;9621
4683;[41.1831056, -8.6010558];Região de Saúde Norte;15881;Centro Hospitalar Universitário de São João, EPE;2022-10;42457;26576
4028;[41.1472498, -8.6172617];Região de Saúde Norte;9073;Centro Hospitalar Universitário do Porto, EPE;2022-10;31389;22316
2379;[41.1094138, -8.5972617];Região de Saúde Norte;7677;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2022-10;24200;16523
1861;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3621;Hospital Espírito Santo de Évora, EPE;2022-11;15094;11473
2286;[39.7414812, -8.7982706];Região de Saúde do Centro;3069;Centro Hospitalar de Leiria, EPE;2022-11;15596;12527
1874;[40.6362453, -8.6543716];Região de Saúde do Centro;3731;Centro Hospitalar do Baixo Vouga, EPE;2022-11;12135;8404
701;[40.5309916, -7.2734793];Região de Saúde do Centro;1385;Unidade Local de Saúde da Guarda, EPE;2022-11;3312;1927
1386;[39.478072, -8.5404429];Região de Saúde LVT;2503;Centro Hospitalar Médio Tejo, EPE;2022-11;8379;5876
2149;[38.7422257, -9.2264834];Região de Saúde LVT;4912;Hospital Professor Doutor Fernando Fonseca, EPE;2022-11;14582;9670
487;[38.7396768, -9.1634516];Região de Saúde LVT;4655;Instituto Português Oncologia de Lisboa, EPE;2022-11;6341;1686
4463;[41.1472498, -8.6172617];Região de Saúde Norte;9953;Centro Hospitalar Universitário do Porto, EPE;2022-11;34719;24766
1316;[41.8056532, -6.7888197];Região de Saúde Norte;1490;Unidade Local de Saúde do Nordeste, EPE;2022-11;6706;5216
2022;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3931;Hospital Espírito Santo de Évora, EPE;2022-12;16349;12418
757;[40.2804158, -7.4922407];Região de Saúde do Centro;1834;Centro Hospitalar Universitário Cova da Beira, EPE;2022-12;7370;5536
688;[40.117897, -8.8586755];Região de Saúde do Centro;1295;Hospital Distrital da Figueira da Foz, EPE;2022-12;8992;7697
